dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CHA,SE,LPG,2617.681,2795.4166,2957.0494,2796.3978,2336.41,2104.7648,1815.0616,1965.2586,2280.6636,2068.1738,1657.0756,2073.682
EGY,SE,LPG,848.4606,471.3454,436.086,401.9834,587.452,545.3078,397.4582,483.0042,982.5574,1111.0162,1057.658,1002.085
IND,SE,LPG,2123.712,2104.8994,2105.7968,2052.106,2138.42,1735.0222,1672.6616,1788.788,2172.5744,2069.3278,2034.9248,2320.5994
MAR,SE,LPG,443.2882,372.856,289.9099,253.6017,338.8436,473.2037,385.7299,414.579,579.266,617.2993,609.0967,535.4106
USA,SE,LPG,2000.3838,2490.7594,2520.632,2452.399,2355.8358,1664.5244,1403.0416,1578.184,1847.4948,1742.3216,1438.1322,1765.5718
RWO,SE,NGS,887.056872911793,954.277374887415,1016.09953187219,1037.69490172447,881.360555136168,826.428143280344,746.161344475023,730.058106805684,771.178656203543,796.334724192342,737.262452885519,785.424700158683
CHA,SE,NGS,1128.539,1118.3532,1074.824,1167.0678,1214.7904,1248.9058,1114.4056,1080.3098,1042.069,980.0402,924.9928,935.906
EGY,SE,NGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
IND,SE,NGS,153.2694,329.7872,336.904,331.0548,348.0546,376.8028,253.0172,195.0696,228.5536,265.6994,161.4022,114.9826
MAR,SE,NGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
USA,SE,NGS,450.665,413.7948,307.9922,362.956,426.9168,300.1446,267.1686,304.439,304.996,277.8218,231.3046,363.6992
RWO,SE,OGS,887.056872911793,954.277374887415,1016.09953187219,1037.69490172447,881.360555136168,826.428143280344,746.161344475023,730.058106805684,771.178656203543,796.334724192342,737.262452885519,785.424700158683
CHA,SE,OGS,1128.539,1118.3532,1074.824,1167.0678,1214.7904,1248.9058,1114.4056,1080.3098,1042.069,980.0402,924.9928,935.906
EGY,SE,OGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
IND,SE,OGS,153.2694,329.7872,336.904,331.0548,348.0546,376.8028,253.0172,195.0696,228.5536,265.6994,161.4022,114.9826
MAR,SE,OGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
USA,SE,OGS,450.665,413.7948,307.9922,362.956,426.9168,300.1446,267.1686,304.439,304.996,277.8218,231.3046,363.6992
RWO,SE,OLQ,1036.00386985679,1165.4084324829,1212.63826597911,1157.97664813998,1131.78270305651,1011.43455031677,965.702239815653,1020.11283970006,1065.29025704228,1060.23581233562,1001.81740865761,1071.24930740708
CHA,SE,OLQ,1218.8858,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906
EGY,SE,OLQ,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
IND,SE,OLQ,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216
MAR,SE,OLQ,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
USA,SE,OLQ,1092.4126,1470.4862,1562.5736,1471.4514,1348.723,735.8692,542.7248,723.719,914.8218,854.5376,666.6636,943.5906
RWO,SE,RFO,1036.00386985679,1165.4084324829,1212.63826597911,1157.97664813998,1131.78270305651,1011.43455031677,965.702239815653,1020.11283970006,1065.29025704228,1060.23581233562,1001.81740865761,1071.24930740708
CHA,SE,RFO,1218.8858,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906
EGY,SE,RFO,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
IND,SE,RFO,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216
MAR,SE,RFO,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
USA,SE,RFO,1092.4126,1470.4862,1562.5736,1471.4514,1348.723,735.8692,542.7248,723.719,914.8218,854.5376,666.6636,943.5906
RWO,SE,STE1AD,1884.56995933842,2153.70005026348,2230.26509916083,2233.88438249416,2174.2531263515,1909.18380357632,1812.06084033959,1882.42938001562,2035.41266389541,2029.15769762882,1884.26449362316,2013.73470846508
CHA,SE,STE1AD,2617.681,2795.4166,2957.0494,2796.3978,2336.41,2104.7648,1815.0616,1965.2586,2280.6636,2068.1738,1657.0756,2073.682
EGY,SE,STE1AD,848.4606,471.3454,436.086,401.9834,587.452,545.3078,397.4582,483.0042,982.5574,1111.0162,1057.658,1002.085
IND,SE,STE1AD,2123.712,2104.8994,2105.7968,2052.106,2138.42,1735.0222,1672.6616,1788.788,2172.5744,2069.3278,2034.9248,2320.5994
MAR,SE,STE1AD,443.2882,372.856,289.9099,253.6017,338.8436,473.2037,385.7299,414.579,579.266,617.2993,609.0967,535.4106
USA,SE,STE1AD,2000.3838,2490.7594,2520.632,2452.399,2355.8358,1664.5244,1403.0416,1578.184,1847.4948,1742.3216,1438.1322,1765.5718
RWO,SE,STE1AG,887.056872911793,954.277374887415,1016.09953187219,1037.69490172447,881.360555136168,826.428143280344,746.161344475023,730.058106805684,771.178656203543,796.334724192342,737.262452885519,785.424700158683
CHA,SE,STE1AG,1128.539,1118.3532,1074.824,1167.0678,1214.7904,1248.9058,1114.4056,1080.3098,1042.069,980.0402,924.9928,935.906
EGY,SE,STE1AG,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
IND,SE,STE1AG,153.2694,329.7872,336.904,331.0548,348.0546,376.8028,253.0172,195.0696,228.5536,265.6994,161.4022,114.9826
MAR,SE,STE1AG,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
USA,SE,STE1AG,450.665,413.7948,307.9922,362.956,426.9168,300.1446,267.1686,304.439,304.996,277.8218,231.3046,363.6992
RWO,SE,STE1AH,286.165174216257,309.511723236242,303.458469068024,302.598408333779,297.585290630989,259.300122841709,259.043484518045,288.892544504473,294.33333758849,279.333796377343,280.850779612654,309.157024367949
CHA,SE,STE1AH,485.4194,532.57,411.8978,353.0344,271.8564,210.6684,258.3056,338.1132,381.4262,290.2996,226.4772,594.0468
EGY,SE,STE1AH,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
IND,SE,STE1AH,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
MAR,SE,STE1AH,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
USA,SE,STE1AH,239.2802,241.0938,269.229,261.4058,259.1798,237.4882,223.1338,213.7536,206.9084,196.8058,182.5584,176.7162
RWO,SE,STE1AL,286.165174216257,309.511723236242,303.458469068024,302.598408333779,297.585290630989,259.300122841709,259.043484518045,288.892544504473,294.33333758849,279.333796377343,280.850779612654,309.157024367949
CHA,SE,STE1AL,485.4194,532.57,411.8978,353.0344,271.8564,210.6684,258.3056,338.1132,381.4262,290.2996,226.4772,594.0468
EGY,SE,STE1AL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
IND,SE,STE1AL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
MAR,SE,STE1AL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
USA,SE,STE1AL,239.2802,241.0938,269.229,261.4058,259.1798,237.4882,223.1338,213.7536,206.9084,196.8058,182.5584,176.7162
RWO,SE,STE1AR,1036.00386985679,1165.4084324829,1212.63826597911,1157.97664813998,1131.78270305651,1011.43455031677,965.702239815653,1020.11283970006,1065.29025704228,1060.23581233562,1001.81740865761,1071.24930740708
CHA,SE,STE1AR,1218.8858,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906
EGY,SE,STE1AR,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
IND,SE,STE1AR,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216
MAR,SE,STE1AR,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
USA,SE,STE1AR,1092.4126,1470.4862,1562.5736,1471.4514,1348.723,735.8692,542.7248,723.719,914.8218,854.5376,666.6636,943.5906
RWO,SE,STE2GDO,1884.56995933842,2153.70005026348,2230.26509916083,2233.88438249416,2174.2531263515,1909.18380357632,1812.06084033959,1882.42938001562,2035.41266389541,2029.15769762882,1884.26449362316,2013.73470846508
CHA,SE,STE2GDO,2617.681,2795.4166,2957.0494,2796.3978,2336.41,2104.7648,1815.0616,1965.2586,2280.6636,2068.1738,1657.0756,2073.682
EGY,SE,STE2GDO,848.4606,471.3454,436.086,401.9834,587.452,545.3078,397.4582,483.0042,982.5574,1111.0162,1057.658,1002.085
IND,SE,STE2GDO,2123.712,2104.8994,2105.7968,2052.106,2138.42,1735.0222,1672.6616,1788.788,2172.5744,2069.3278,2034.9248,2320.5994
MAR,SE,STE2GDO,443.2882,372.856,289.9099,253.6017,338.8436,473.2037,385.7299,414.579,579.266,617.2993,609.0967,535.4106
USA,SE,STE2GDO,2000.3838,2490.7594,2520.632,2452.399,2355.8358,1664.5244,1403.0416,1578.184,1847.4948,1742.3216,1438.1322,1765.5718
RWO,SE,STE2LGN,286.165174216257,309.511723236242,303.458469068024,302.598408333779,297.585290630989,259.300122841709,259.043484518045,288.892544504473,294.33333758849,279.333796377343,280.850779612654,309.157024367949
CHA,SE,STE2LGN,485.4194,532.57,411.8978,353.0344,271.8564,210.6684,258.3056,338.1132,381.4262,290.2996,226.4772,594.0468
EGY,SE,STE2LGN,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
IND,SE,STE2LGN,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
MAR,SE,STE2LGN,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
USA,SE,STE2LGN,239.2802,241.0938,269.229,261.4058,259.1798,237.4882,223.1338,213.7536,206.9084,196.8058,182.5584,176.7162
RWO,SE,STE2NGS,887.056872911793,954.277374887415,1016.09953187219,1037.69490172447,881.360555136168,826.428143280344,746.161344475023,730.058106805684,771.178656203543,796.334724192342,737.262452885519,785.424700158683
CHA,SE,STE2NGS,1128.539,1118.3532,1074.824,1167.0678,1214.7904,1248.9058,1114.4056,1080.3098,1042.069,980.0402,924.9928,935.906
EGY,SE,STE2NGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
IND,SE,STE2NGS,153.2694,329.7872,336.904,331.0548,348.0546,376.8028,253.0172,195.0696,228.5536,265.6994,161.4022,114.9826
MAR,SE,STE2NGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
USA,SE,STE2NGS,450.665,413.7948,307.9922,362.956,426.9168,300.1446,267.1686,304.439,304.996,277.8218,231.3046,363.6992
RWO,SE,STE2OGS,887.056872911793,954.277374887415,1016.09953187219,1037.69490172447,881.360555136168,826.428143280344,746.161344475023,730.058106805684,771.178656203543,796.334724192342,737.262452885519,785.424700158683
CHA,SE,STE2OGS,1128.539,1118.3532,1074.824,1167.0678,1214.7904,1248.9058,1114.4056,1080.3098,1042.069,980.0402,924.9928,935.906
EGY,SE,STE2OGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
IND,SE,STE2OGS,153.2694,329.7872,336.904,331.0548,348.0546,376.8028,253.0172,195.0696,228.5536,265.6994,161.4022,114.9826
MAR,SE,STE2OGS,176.995,172.3852,169.13305,175.32465,205.46115,183.32025,197.30615,195.7049,233.43705,265.9147,254.91535,250.40135
USA,SE,STE2OGS,450.665,413.7948,307.9922,362.956,426.9168,300.1446,267.1686,304.439,304.996,277.8218,231.3046,363.6992
RWO,SE,STE2OLQ,1884.56995933842,2153.70005026348,2230.26509916083,2233.88438249416,2174.2531263515,1909.18380357632,1812.06084033959,1882.42938001562,2035.41266389541,2029.15769762882,1884.26449362316,2013.73470846508
CHA,SE,STE2OLQ,2617.681,2795.4166,2957.0494,2796.3978,2336.41,2104.7648,1815.0616,1965.2586,2280.6636,2068.1738,1657.0756,2073.682
EGY,SE,STE2OLQ,848.4606,471.3454,436.086,401.9834,587.452,545.3078,397.4582,483.0042,982.5574,1111.0162,1057.658,1002.085
IND,SE,STE2OLQ,2123.712,2104.8994,2105.7968,2052.106,2138.42,1735.0222,1672.6616,1788.788,2172.5744,2069.3278,2034.9248,2320.5994
MAR,SE,STE2OLQ,443.2882,372.856,289.9099,253.6017,338.8436,473.2037,385.7299,414.579,579.266,617.2993,609.0967,535.4106
USA,SE,STE2OLQ,2000.3838,2490.7594,2520.632,2452.399,2355.8358,1664.5244,1403.0416,1578.184,1847.4948,1742.3216,1438.1322,1765.5718
RWO,SE,STE2OSL,286.165174216257,309.511723236242,303.458469068024,302.598408333779,297.585290630989,259.300122841709,259.043484518045,288.892544504473,294.33333758849,279.333796377343,280.850779612654,309.157024367949
CHA,SE,STE2OSL,485.4194,532.57,411.8978,353.0344,271.8564,210.6684,258.3056,338.1132,381.4262,290.2996,226.4772,594.0468
EGY,SE,STE2OSL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
IND,SE,STE2OSL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
MAR,SE,STE2OSL,286.784561417749,310.140342559524,303.76013517316,302.635983062771,297.324581764069,259.013766558442,258.894510660173,288.787185606061,294.331987689394,279.042893154762,280.230186282468,309.776735551948
USA,SE,STE2OSL,239.2802,241.0938,269.229,261.4058,259.1798,237.4882,223.1338,213.7536,206.9084,196.8058,182.5584,176.7162
RWO,SE,STE2RFO,1036.00386985679,1165.4084324829,1212.63826597911,1157.97664813998,1131.78270305651,1011.43455031677,965.702239815653,1020.11283970006,1065.29025704228,1060.23581233562,1001.81740865761,1071.24930740708
CHA,SE,STE2RFO,1218.8858,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906,1335.6906
EGY,SE,STE2RFO,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
IND,SE,STE2RFO,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216,1245.2216
MAR,SE,STE2RFO,379.0038,532.770066666667,586.3166,504.446266666667,502.785,499.790933333333,497.846,495.720733333333,494.050866666667,492.6758,492.4552,495.1804
USA,SE,STE2RFO,1092.4126,1470.4862,1562.5736,1471.4514,1348.723,735.8692,542.7248,723.719,914.8218,854.5376,666.6636,943.5906
RWO,NEN,ELC,1493.61436506604,1480.07008445535,1484.49012103501,1492.26860313184,1461.45336300775,1417.53051865503,1420.30890244927,1400.18515997919,1397.96587864332,1407.12434026803,1381.76960791993,1395.55097079789
CHA,NEN,ELC,1630.8193,1591.3613,1610.1697,1629.1382,1620.5445,1540.6935,1496.3883,1378.8649,1282.1344,1142.5301,1122.2404,1051.6243
EGY,NEN,ELC,372.1402,338.1097,315.6608,337.3747,647.4241,625.8993,650.8877,727.2174,910.0233,903.5335,922.6956,948.2999
IND,NEN,ELC,1248.0519,1271.7834,1329.5111,1393.559,1371.4981,1302.0179,1227.6688,1254.9377,1423.1916,1438.6852,1222.816,1101.4498
MAR,NEN,ELC,1645.6638,1634.4538,1607.5926,1580.3031,1577.0645,1594.0892,1524.3714,1586.7991,1558.6826,1553.2837,1542.3951,1521.0714
USA,NEN,ELC,858.0595,835.6614,800.9105,808.9794,826.6988,803.5914,776.7143,773.1515,759.2059,734.3699,709.2693,737.5388
RWO,NEN,GDO,942.284979669208,1076.85002513174,1115.13254958041,1116.94219124708,1087.12656317575,954.59190178816,906.030420169795,941.214690007811,1017.7063319477,1014.57884881441,942.132246811579,1006.86735423254
CHA,NEN,GDO,1308.8405,1397.7083,1478.5247,1398.1989,1168.205,1052.3824,907.5308,982.6293,1140.3318,1034.0869,828.5378,1036.841
EGY,NEN,GDO,424.2303,235.6727,218.043,200.9917,293.726,272.6539,198.7291,241.5021,491.2787,555.5081,528.829,501.0425
IND,NEN,GDO,1061.856,1052.4497,1052.8984,1026.053,1069.21,867.5111,836.3308,894.394,1086.2872,1034.6639,1017.4624,1160.2997
MAR,NEN,GDO,221.6441,186.428,144.95495,126.80085,169.4218,236.60185,192.86495,207.2895,289.633,308.64965,304.54835,267.7053
USA,NEN,GDO,1000.1919,1245.3797,1260.316,1226.1995,1177.9179,832.2622,701.5208,789.092,923.7474,871.1608,719.0661,882.7859
RWO,NEN,GSL,1448.89453994938,1543.63990224381,1593.36462302102,1543.07780196874,1504.98526878589,1338.73468252031,1234.94555639655,1277.13683259393,1334.45928675969,1315.8784665507,1228.1893513685,1306.26248856492
CHA,NEN,GSL,1551.6618,1670.5889,1653.1239,1545.4625,1475.9199,1449.2595,1265.5212,1345.33,1493.5825,1354.5179,1087.0032,1360.2874
EGY,NEN,GSL,697.8609,646.1378,597.803,551.0539,1133.8638,1043.4261,581.1739,707.906,747.3268,793.6649,733.9609,736.3016
IND,NEN,GSL,1505.2511,1692.3564,1671.3982,1511.2005,1446.5227,1309.1179,1140.4723,1143.622,1315.8786,1225.8897,1200.1647,1436.4748
MAR,NEN,GSL,1419.1849,1399.0461,1643.1157,1593.2422,1613.6679,1274.7109,1307.7284,1352.7492,1313.1118,1338.9514,1188.6436,1323.2686
USA,NEN,GSL,1049.8612,1278.4897,1293.0705,1240.9232,1181.6674,878.3889,788.1476,864.1357,961.5142,924.2586,787.9806,997.649
RWO,NEN,HCL,143.082587108128,154.755861618121,151.729234534012,151.299204166889,148.792645315494,129.650061420854,129.521742259023,144.446272252236,147.166668794245,139.666898188671,140.425389806327,154.578512183975
CHA,NEN,HCL,242.7097,266.285,205.9489,176.5172,135.9282,105.3342,129.1528,169.0566,190.7131,145.1498,113.2386,297.0234
EGY,NEN,HCL,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
IND,NEN,HCL,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
MAR,NEN,HCL,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
USA,NEN,HCL,119.6401,120.5469,134.6145,130.7029,129.5899,118.7441,111.5669,106.8768,103.4542,98.4029,91.2792,88.3581
RWO,NEN,KRS,942.284979669208,1076.85002513174,1115.13254958041,1116.94219124708,1087.12656317575,954.59190178816,906.030420169795,941.214690007811,1017.7063319477,1014.57884881441,942.132246811579,1006.86735423254
CHA,NEN,KRS,1308.8405,1397.7083,1478.5247,1398.1989,1168.205,1052.3824,907.5308,982.6293,1140.3318,1034.0869,828.5378,1036.841
EGY,NEN,KRS,424.2303,235.6727,218.043,200.9917,293.726,272.6539,198.7291,241.5021,491.2787,555.5081,528.829,501.0425
IND,NEN,KRS,1061.856,1052.4497,1052.8984,1026.053,1069.21,867.5111,836.3308,894.394,1086.2872,1034.6639,1017.4624,1160.2997
MAR,NEN,KRS,221.6441,186.428,144.95495,126.80085,169.4218,236.60185,192.86495,207.2895,289.633,308.64965,304.54835,267.7053
USA,NEN,KRS,1000.1919,1245.3797,1260.316,1226.1995,1177.9179,832.2622,701.5208,789.092,923.7474,871.1608,719.0661,882.7859
RWO,NEN,LGN,143.082587108128,154.755861618121,151.729234534012,151.299204166889,148.792645315494,129.650061420854,129.521742259023,144.446272252236,147.166668794245,139.666898188671,140.425389806327,154.578512183975
CHA,NEN,LGN,242.7097,266.285,205.9489,176.5172,135.9282,105.3342,129.1528,169.0566,190.7131,145.1498,113.2386,297.0234
EGY,NEN,LGN,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
IND,NEN,LGN,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
MAR,NEN,LGN,143.392280708874,155.070171279762,151.88006758658,151.317991531385,148.662290882035,129.506883279221,129.447255330087,144.39359280303,147.165993844697,139.521446577381,140.115093141234,154.888367775974
USA,NEN,LGN,119.6401,120.5469,134.6145,130.7029,129.5899,118.7441,111.5669,106.8768,103.4542,98.4029,91.2792,88.3581
RWO,NEN,LPG,942.284979669208,1076.85002513174,1115.13254958041,1116.94219124708,1087.12656317575,954.59190178816,906.030420169795,941.214690007811,1017.7063319477,1014.57884881441,942.132246811579,1006.86735423254
CHA,NEN,LPG,1308.8405,1397.7083,1478.5247,1398.1989,1168.205,1052.3824,907.5308,982.6293,1140.3318,1034.0869,828.5378,1036.841
EGY,NEN,LPG,424.2303,235.6727,218.043,200.9917,293.726,272.6539,198.7291,241.5021,491.2787,555.5081,528.829,501.0425
IND,NEN,LPG,1061.856,1052.4497,1052.8984,1026.053,1069.21,867.5111,836.3308,894.394,1086.2872,1034.6639,1017.4624,1160.2997
MAR,NEN,LPG,221.6441,186.428,144.95495,126.80085,169.4218,236.60185,192.86495,207.2895,289.633,308.64965,304.54835,267.7053
USA,NEN,LPG,1000.1919,1245.3797,1260.316,1226.1995,1177.9179,832.2622,701.5208,789.092,923.7474,871.1608,719.0661,882.7859
RWO,NEN,NGS,443.528436455896,477.138687443707,508.049765936095,518.847450862234,440.680277568084,413.214071640172,373.080672237512,365.029053402842,385.589328101771,398.167362096171,368.63122644276,392.712350079341
CHA,NEN,NGS,564.2695,559.1766,537.412,583.5339,607.3952,624.4529,557.2028,540.1549,521.0345,490.0201,462.4964,467.953
EGY,NEN,NGS,88.4975,86.1926,84.566525,87.662325,102.730575,91.660125,98.653075,97.85245,116.718525,132.95735,127.457675,125.200675
IND,NEN,NGS,76.6347,164.8936,168.452,165.5274,174.0273,188.4014,126.5086,97.5348,114.2768,132.8497,80.7011,57.4913
MAR,NEN,NGS,88.4975,86.1926,84.566525,87.662325,102.730575,91.660125,98.653075,97.85245,116.718525,132.95735,127.457675,125.200675
USA,NEN,NGS,225.3325,206.8974,153.9961,181.478,213.4584,150.0723,133.5843,152.2195,152.498,138.9109,115.6523,181.8496
RWO,NEN,OGS,443.528436455896,477.138687443707,508.049765936095,518.847450862234,440.680277568084,413.214071640172,373.080672237512,365.029053402842,385.589328101771,398.167362096171,368.63122644276,392.712350079341
CHA,NEN,OGS,564.2695,559.1766,537.412,583.5339,607.3952,624.4529,557.2028,540.1549,521.0345,490.0201,462.4964,467.953
EGY,NEN,OGS,88.4975,86.1926,84.566525,87.662325,102.730575,91.660125,98.653075,97.85245,116.718525,132.95735,127.457675,125.200675
IND,NEN,OGS,76.6347,164.8936,168.452,165.5274,174.0273,188.4014,126.5086,97.5348,114.2768,132.8497,80.7011,57.4913
MAR,NEN,OGS,88.4975,86.1926,84.566525,87.662325,102.730575,91.660125,98.653075,97.85245,116.718525,132.95735,127.457675,125.200675
USA,NEN,OGS,225.3325,206.8974,153.9961,181.478,213.4584,150.0723,133.5843,152.2195,152.498,138.9109,115.6523,181.8496
RWO,NEN,OLQ,518.001934928394,582.704216241448,606.319132989555,578.988324069991,565.891351528257,505.717275158383,482.851119907826,510.05641985003,532.64512852114,530.117906167811,500.908704328803,535.62465370354
CHA,NEN,OLQ,609.4429,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453
EGY,NEN,OLQ,189.5019,266.385033333333,293.1583,252.223133333333,251.3925,249.895466666667,248.923,247.860366666667,247.025433333333,246.3379,246.2276,247.5902
IND,NEN,OLQ,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108
MAR,NEN,OLQ,189.5019,266.385033333333,293.1583,252.223133333333,251.3925,249.895466666667,248.923,247.860366666667,247.025433333333,246.3379,246.2276,247.5902
USA,NEN,OLQ,546.2063,735.2431,781.2868,735.7257,674.3615,367.9346,271.3624,361.8595,457.4109,427.2688,333.3318,471.7953
RWO,NEN,RFO,518.001934928394,582.704216241448,606.319132989555,578.988324069991,565.891351528257,505.717275158383,482.851119907826,510.05641985003,532.64512852114,530.117906167811,500.908704328803,535.62465370354
CHA,NEN,RFO,609.4429,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453,667.8453
EGY,NEN,RFO,189.5019,266.385033333333,293.1583,252.223133333333,251.3925,249.895466666667,248.923,247.860366666667,247.025433333333,246.3379,246.2276,247.5902
IND,NEN,RFO,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108,622.6108
MAR,NEN,RFO,189.5019,266.385033333333,293.1583,252.223133333333,251.3925,249.895466666667,248.923,247.860366666667,247.025433333333,246.3379,246.2276,247.5902
USA,NEN,RFO,546.2063,735.2431,781.2868,735.7257,674.3615,367.9346,271.3624,361.8595,457.4109,427.2688,333.3318,471.7953
RWO,NEN,STE1AD,942.284979669208,1076.85002513174,1115.13254958041,1116.94219124708,1087.12656317575,954.59190178816,906.030420169795,941.214690007811,1017.7063319477,1014.57884881441,942.132246811579,1006.86735423254
CHA,NEN,STE1AD,1308.8405,1397.7083,1478.5247,1398.1989,1168.205,1052.3824,907.5308,982.6293,1140.3318,1034.0869,828.5378,1036.841
EGY,NEN,STE1AD,424.2303,235.6727,218.043,200.9917,293.726,272.6539,198.7291,241.5021,491.2787,555.5081,528.829,501.0425
